,20
0,64.81646783836186
1,64.6015698555857
2,64.49470631591976
3,64.8243749961257
4,64.694096904248
5,64.60665280371904
6,64.8023480642587
7,64.43655100464821
8,65.13810945861042
9,65.08195975981653
10,64.62858957797289
11,64.56680202111602
12,65.39681190438569
13,65.41568996943533
14,65.24142873287201
15,64.96356348320842
16,65.1504868362099
17,65.23463950492442
18,64.78916616924107
19,65.27765586227179
20,65.10133386030793
21,65.23833264037967
22,64.85178833268583
23,65.07787144742906
24,64.6178217753768
25,64.63301486708224
26,64.76578961126506
27,64.94626941531897
28,64.79862753674388
29,64.60312885791063
30,64.50317676737905
31,64.69372321106493
32,64.42760333418846
33,64.49269573017955
34,65.33217242360115
35,64.79770878516138
36,64.50019620358944
37,64.41126599349082
38,64.95510495640337
39,64.25694995000958
40,64.91204875335097
41,64.56047822907567
42,64.82256177440286
43,64.72481566108763
44,64.39494423568249
45,63.982857923954725
46,65.04794330336154
47,64.69651114195585
48,64.74483047612011
49,64.57432065345347
50,65.1277816016227
51,65.09386968053877
52,64.2505069039762
53,64.60331634804606
54,64.8301723729819
55,64.06128657795489
56,64.64704147167504
57,64.33502831682563
58,64.60213221982121
59,64.28674236498773
60,63.80117930471897
61,64.044194560498
62,64.18832814693451
63,63.78747352398932
64,63.509071949869394
65,63.97418415360153
66,63.421009389683604
67,63.13633083924651
68,63.693791871890426
69,64.15346538461745
70,63.94491448253393
71,63.69891484454274
72,63.73203255981207
73,63.27428767643869
74,63.32105744257569
75,63.61561911739409
76,63.36392622627318
77,63.284221386536956
78,63.35165652446449
79,63.66501258127391
80,63.76324030384421
81,63.41503670066595
82,63.19226476363838
83,62.823492869734764
84,63.05102469585836
85,63.610854068771005
86,63.59136892296374
87,63.82270821556449
88,63.440715324133635
89,63.58996928296983
90,63.78977548144758
91,63.49069766141474
92,63.2020619045943
93,63.55795953981578
94,63.6919464468956
95,63.80108061619103
96,63.59760223515332
97,63.78423831425607
98,63.518577033653855
99,63.9665512163192
