,1
0,6.512123115360737
1,6.4974495023489
2,6.457554062828422
3,6.478866796940565
4,6.449991716071963
5,6.47274343110621
6,6.447047363966703
7,6.443027442321181
8,6.479348469525576
9,6.444025842472911
10,6.443722790107131
11,6.448405399918556
12,6.4435471054166555
13,6.463693622499704
14,6.447737267240882
15,6.440337110310793
16,6.4451689552515745
17,6.4421384036540985
18,6.442734384909272
19,6.439444439485669
20,6.455937922000885
21,6.454017912968993
22,6.436854958534241
23,6.4477666188031435
24,6.45149102807045
25,6.45895291864872
26,6.49619852937758
27,6.441742777824402
28,6.440892806276679
29,6.453036217018962
30,6.463799182325602
31,6.492499567568302
32,6.464546507224441
33,6.441374380141497
34,6.505181729793549
35,6.437350092455745
36,6.4404396414756775
37,6.442153913900256
38,6.439036982133985
39,6.444747151806951
40,6.453679151833057
41,6.493385354056954
42,6.442188823595643
43,6.446585776284337
44,6.455625511705875
45,6.438245514407754
46,6.493893189355731
47,6.439670644700527
48,6.458934912458062
49,6.441311348229647
50,6.439731251448393
51,6.440001929178834
52,6.459456978365779
53,6.46547887288034
54,6.491287918761373
55,6.440264469012618
56,6.438338246196508
57,6.44772214256227
58,6.457739444449544
59,6.437187477946281
60,6.443077456206083
61,6.439268561080098
62,6.4667494017630816
63,6.438902510330081
64,6.440551016479731
65,6.493988581001759
66,6.442003354430199
67,6.502045996487141
68,6.438731586560607
69,6.461357990279794
70,6.489655699580908
71,6.493770135566592
72,6.441491084173322
73,6.455333756282926
74,6.495876431465149
75,6.460778860375285
76,6.47205307520926
77,6.452614553272724
78,6.4395418073982
79,6.453149873763323
80,6.497245712205768
81,6.444316182285547
82,6.439792759716511
83,6.476011283695698
84,6.465323271229863
85,6.443870689719915
86,6.441194670274854
87,6.440563391894102
88,6.444365501403809
89,6.445809226483107
90,6.453276999294758
91,6.43997598439455
92,6.453668659552932
93,6.441692339256406
94,6.439902877435088
95,6.445317281410098
96,6.45287399366498
97,6.452292699366808
98,6.438543448224664
99,6.451205374673009
