,2
0,14.572146609425545
1,14.489654693752527
2,14.603085443377495
3,14.556003227829933
4,14.548421347513795
5,14.947952663525939
6,14.414835575968027
7,14.705898519605398
8,14.571941368281841
9,14.443046292290092
10,14.459656368941069
11,14.402695089578629
12,14.524719906970859
13,14.720954896882176
14,14.40650812536478
15,14.702066199854016
16,14.435744371265173
17,14.46000082232058
18,14.581654796376824
19,14.448705086484551
20,14.72620577737689
21,14.493231676518917
22,14.609725279733539
23,14.816451624035835
24,14.951097572222352
25,14.457666108384728
26,14.4745674431324
27,14.780640680342913
28,14.690449049696326
29,14.94914117269218
30,15.039427628740668
31,13.644619159400463
32,13.708357000723481
33,14.699560854583979
34,15.292437011376023
35,16.529098706319928
36,16.432313034310937
37,16.5260112285614
38,16.426398295909166
39,16.41639248840511
40,16.400687592104077
41,16.46682845056057
42,16.461670564487576
43,16.40435459278524
44,16.468587335199118
45,16.396858524531126
46,16.467967987060547
47,16.453159181401134
48,16.477208519354463
49,16.41624368354678
50,16.4406653419137
51,16.408422850072384
52,16.46674362756312
53,16.421141991391778
54,16.488733146339655
55,16.484822234138846
56,16.463502414524555
57,16.460382264107466
58,16.510647851973772
59,16.43354340083897
60,16.495067037642002
61,16.430890455842018
62,16.426993038505316
63,16.463465191423893
64,16.437378289178014
65,16.50160862505436
66,16.529122095555067
67,16.435500882565975
68,16.424732316285372
69,16.407240472733974
70,16.448035271838307
71,16.451331697404385
72,16.473933935165405
73,16.446485102176666
74,16.41790759935975
75,16.409154795110226
76,16.5195724517107
77,16.369281094521284
78,16.4483454041183
79,16.394499104470015
80,16.50225747562945
81,16.409178083762527
82,16.44669932126999
83,16.524494921788573
84,16.481724044308066
85,16.407359413802624
86,16.437257811427116
87,16.456173796206713
88,16.437312422320247
89,16.4111498426646
90,16.442197682335973
91,16.441631155088544
92,16.4617642108351
93,16.41455061174929
94,16.507973335683346
95,16.424198042601347
96,16.49839263781905
97,16.427383756265044
98,16.434293953701854
99,16.452554523944855
