,24
0,81.4345820043236
1,80.52138105966151
2,80.54010073840618
3,80.32953221723437
4,80.67961167357862
5,80.5937390960753
6,80.56603257730603
7,79.94119502045214
8,79.9831311982125
9,79.78530067205429
10,79.45356347411871
11,79.2990719974041
12,79.6903018373996
13,79.94397535175085
14,79.974319845438
15,79.59934727661312
16,79.87855089083314
17,80.07626896165311
18,79.40983518958092
19,80.01432058215141
20,79.93810551054776
21,79.98044055514038
22,79.66049520485103
23,79.95866067707539
24,79.969921361655
25,80.07326808013022
26,79.89172377809882
27,80.1506282594055
28,80.33535935170949
29,80.10595301166177
30,80.08214294910431
31,79.8761941138655
32,79.62754448316991
33,80.05414166301489
34,79.80630717799067
35,80.34705249033868
36,79.5508013702929
37,79.61842597648501
38,80.03271109983325
39,79.84789149463177
40,79.77742470800877
41,79.64611367508769
42,80.35102852247655
43,80.5702630020678
44,80.27418072335422
45,79.56386413797736
46,79.5731030702591
47,80.35652245022357
48,80.25233569182456
49,80.92758205905557
50,80.72901305556297
51,80.03538563102484
52,79.98927549272776
53,80.49604057520628
54,80.08983213081956
55,80.25151288509369
56,79.94068911112845
57,80.17172649875283
58,79.93922175653279
59,80.28624767996371
60,80.31991834938526
61,80.13696678355336
62,80.18464691564441
63,79.84356882609427
64,79.9801873266697
65,80.12559655494988
66,80.1400590389967
67,80.24740646407008
68,80.23101200722158
69,79.96604648977518
70,80.30767163448036
71,79.91033216938376
72,80.49177226237953
73,80.34675040841103
74,80.00901788473129
75,80.50713502056897
76,80.15353249572217
77,80.04582499712706
78,80.0685244128108
79,80.56284003145993
80,80.08504739403725
81,80.33736034855247
82,80.34054888412356
83,80.19800101406872
84,80.37514682672918
85,80.05970677360892
86,79.55699074082077
87,80.23435826040804
88,79.89625961333513
89,80.20800138637424
90,80.5449103731662
91,80.25146388821304
92,80.94754151627421
93,80.42438885010779
94,80.14777829870582
95,80.86037655733526
96,80.53486569970846
97,80.06429892219603
98,79.66201614029706
99,79.93539432063699
