,28
0,73.84161984408274
1,73.95516972523183
2,74.12184306513518
3,74.58986434992403
4,73.99107929505408
5,74.30739619489759
6,74.6258176448755
7,74.4338211286813
8,74.16272849868983
9,74.01215770700946
10,73.79860004596412
11,75.32626669714227
12,73.83596217492595
13,73.75253143720329
14,74.01636872021481
15,74.93001804035157
16,74.35465577291325
17,74.59739434393123
18,75.54672045819461
19,73.7928014001809
20,74.54394425079226
21,74.44615124398842
22,74.58287075627595
23,74.51257149782032
24,74.1150904581882
25,74.85737397009507
26,75.4957674681209
27,74.20245106704533
28,74.15843415586278
29,73.90770800597966
30,74.81520439498127
31,74.2688413229771
32,73.9868317367509
33,74.03672077180818
34,74.94262115797028
35,74.07625361066312
36,74.30192841170356
37,74.1162993288599
38,74.19130870979279
39,74.10425952496007
40,74.24602050893009
41,74.19531024526805
42,74.27270319266245
43,74.22402340499684
44,74.93252508807927
45,74.05424349894747
46,74.48419182375073
47,74.24851868487895
48,83.31592214619741
49,74.2649512309581
50,74.62522165756673
51,75.08655954524875
52,75.5245517520234
53,74.39034045720473
54,74.31459850585088
55,76.63889208808541
56,74.02132829139009
57,74.25642935419455
58,74.07642905740067
59,73.56621587602422
60,72.56848337175325
61,73.1089632306248
62,73.07089106319472
63,72.81471289414912
64,72.43089884705842
65,72.46725095016882
66,72.49127431213856
67,72.59909340785816
68,72.84821055084467
69,72.31732806423679
70,72.36645457800478
71,72.50608821911737
72,72.78545679198578
73,73.04239285597578
74,72.75344202714041
75,72.84123709239066
76,72.97815496614203
77,72.88453176897019
78,72.67268120404333
79,72.71365276398137
80,72.65398464212194
81,72.5541394809261
82,73.01910108095035
83,72.94897684827447
84,73.01800506515428
85,72.7638095440343
86,72.77467403793707
87,72.64566809311509
88,72.51401743292809
89,73.95453420095146
90,72.59763967292383
91,72.59008919121698
92,72.51895673526451
93,72.33050275687128
94,71.98956893524155
95,72.06093751639128
96,72.16270854044706
97,72.16670069890097
98,76.51202224195004
99,72.17735334672034
