,4
0,33.41576649621129
1,31.131916953250766
2,25.366936437785625
3,23.62513225711882
4,30.7459517121315
5,26.712144196033478
6,24.142756523564458
7,24.5485815461725
8,22.71002580039203
9,23.748317010700703
10,24.28503237105906
11,25.404695332050323
12,24.60303788073361
13,27.21963357552886
14,26.484636506065726
15,26.878641586750746
16,23.92736109159887
17,31.26434707827866
18,27.951515551656485
19,24.34898354113102
20,22.788597740232944
21,23.8917048368603
22,23.815889209508896
23,23.514989651739597
24,22.572665203362703
25,23.93930758163333
26,23.59843778796494
27,23.611267428845167
28,23.507042123004794
29,22.556293247267604
30,25.294530395418406
31,24.197433242574334
32,22.70130169391632
33,30.627290016040206
34,24.833933357149363
35,22.898245064541698
36,23.668895192444324
37,28.716023720800877
38,22.538577038794756
39,32.51066795736551
40,25.940417310222983
41,25.963560616597533
42,22.643194975331426
43,22.654568564146757
44,31.050850609317422
45,23.80119644664228
46,23.873960942029953
47,25.47223462536931
48,22.52010164409876
49,22.68424768000841
50,22.639409288764
51,23.02778574079275
52,27.12021770514548
53,31.878353025764227
54,23.742622289806604
55,22.877004511654377
56,22.874330703169107
57,22.80766747146845
58,23.090393166989088
59,22.6493898332119
60,23.325848238542676
61,22.809236485511065
62,22.690397975966334
63,23.702917957678437
64,22.842867268249393
65,22.962391827255487
66,24.4793722871691
67,22.650443639606237
68,24.152720764279366
69,23.641637053340673
70,22.786536898463964
71,22.54468430392444
72,22.56765890866518
73,22.60975287668407
74,22.68407804518938
75,22.898516105487943
76,24.815093740820885
77,22.834521505981684
78,23.217135589569807
79,26.314176619052887
80,22.75724459439516
81,29.179624194279313
82,23.209070555865765
83,22.72828016616404
84,22.62253404967487
85,32.47389265149832
86,23.17917458154261
87,22.627285508438945
88,22.501981863752007
89,22.565934661775827
90,22.827065285295248
91,22.698168763890862
92,22.732938401401043
93,22.865065950900316
94,24.514111230149865
95,22.623637394979596
96,24.347381807863712
97,22.714453177526593
98,22.70303043164313
99,23.736314982175827
